Ref_Date,GEO,PRO,PIP,STA,Vector,Coordinate,Value
2016/11,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2624292.0
2016/12,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2613636.0
2017/01,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2682054.0
2017/02,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2715597.0
2017/03,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2660777.0
2017/04,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2624690.0
2017/05,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2500522.0
2017/06,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2467196.0
2017/07,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2447494.0
2017/08,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2417543.0
2017/09,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2436045.0
2017/10,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2461802.0
2017/11,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2484555.0
2017/12,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2520259.0
2018/01,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2513790.0
2018/02,Saskatchewan,Crude oil and equivalent products,Closing inventory,Cubic metres,v107705394,5.1.8.1,2576243.0
2016/03,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15175119.0
2016/04,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16644723.0
2016/05,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16029411.0
2016/06,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15447296.0
2016/07,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15589967.0
2016/08,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16299086.0
2016/09,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16664215.0
2016/10,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16343504.0
2016/11,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16506272.0
2016/12,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16439248.0
2017/01,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16869583.0
2017/02,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,17080562.0
2017/03,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16735755.0
2017/04,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16508775.0
2017/05,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15727783.0
2017/06,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15518169.0
2017/07,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15394248.0
2017/08,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15205862.0
2017/09,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15322236.0
2017/10,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15484242.0
2017/11,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15627354.0
2017/12,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15851925.0
2018/01,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,15811236.0
2018/02,Saskatchewan,Crude oil and equivalent products,Closing inventory,Barrels,v107705395,5.1.8.2,16204053.0
2016/03,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/04,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/05,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/06,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/07,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/07,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/11,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2017/12,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,0.0
2018/01,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,163610.0
2018/02,Saskatchewan,"Propane, butane, and other products",Imports,Cubic metres,v107705396,5.2.1.1,185426.0
2016/03,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/04,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/05,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/06,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/07,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/07,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/11,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2017/12,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,0.0
2018/01,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,1029074.0
2018/02,Saskatchewan,"Propane, butane, and other products",Imports,Barrels,v107705397,5.2.1.2,1166292.0
2016/03,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,39242.0
2016/04,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,39242.0
2016/05,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,19671.0
2016/06,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,19671.0
2016/07,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,61065.0
2016/08,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,61002.0
2016/09,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,61133.0
2016/10,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,61071.0
2016/11,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,60651.0
2016/12,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,60651.0
2017/01,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,60700.0
2017/02,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,33.0
2017/07,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/11,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2017/12,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,0.0
2018/01,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,15741.0
2018/02,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Cubic metres,v107705398,5.2.2.1,14471.0
2016/03,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,246824.0
2016/04,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,246824.0
2016/05,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,123727.0
2016/06,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,123727.0
2016/07,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,384087.0
2016/08,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,383690.0
2016/09,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,384514.0
2016/10,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,384124.0
2016/11,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,381483.0
2016/12,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,381483.0
2017/01,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,381791.0
2017/02,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,208.0
2017/07,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/11,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2017/12,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,0.0
2018/01,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,99008.0
2018/02,Saskatchewan,"Propane, butane, and other products",Receipts from fields and plants,Barrels,v107705399,5.2.2.2,91020.0
2016/03,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,8559.0
2016/04,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,8559.0
2016/05,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,8559.0
2016/06,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,8559.0
2016/07,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,337699.0
2017/03,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,373280.0
2017/04,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,294101.0
2017/05,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,257554.0
2017/06,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,333882.0
2017/07,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,334852.0
2017/08,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,392107.0
2017/09,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,412940.0
2017/10,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,348867.0
2017/11,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,274695.0
2017/12,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,288993.0
2018/01,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,294386.0
2018/02,Saskatchewan,"Propane, butane, and other products",Other receipts,Cubic metres,v107705400,5.2.3.1,338849.0
2016/03,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,53834.0
2016/04,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,53834.0
2016/05,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,53834.0
2016/06,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,53834.0
2016/07,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2124059.0
2017/03,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2347857.0
2017/04,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,1849836.0
2017/05,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,1619963.0
2017/06,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2100051.0
2017/07,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2106152.0
2017/08,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2466275.0
2017/09,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2597310.0
2017/10,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2194304.0
2017/11,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,1727777.0
2017/12,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,1817708.0
2018/01,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,1851629.0
2018/02,Saskatchewan,"Propane, butane, and other products",Other receipts,Barrels,v107705401,5.2.3.2,2131292.0
2016/03,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/04,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/05,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/06,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/07,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/07,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/11,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2017/12,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2018/01,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2018/02,Saskatchewan,"Propane, butane, and other products",Exports,Cubic metres,v107705402,5.2.4.1,0.0
2016/03,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/04,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/05,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/06,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/07,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/07,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/11,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2017/12,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2018/01,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2018/02,Saskatchewan,"Propane, butane, and other products",Exports,Barrels,v107705403,5.2.4.2,0.0
2016/03,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/04,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/05,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/06,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/07,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/08,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/09,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/10,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/11,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2016/12,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/01,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/02,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/03,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/04,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/05,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/06,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/07,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/08,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/09,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
2017/10,Saskatchewan,"Propane, butane, and other products",Deliveries to refineries,Cubic metres,v107705404,5.2.5.1,0.0
